SMILES,Validity,SA Score
CC=CCCCOC(=O)C1(N(C[C@@H](O)CC2(O)CCC2)[C@H](C)CCCCCC)CCS(=O)(=O)CC1,True,4.317610319324245
CCC/C=C(/C)COC(=O)[C@@H]1CC(=O)N(C2CCN([C@H](C)C(=O)OCCCCCCCC#CCCCCCC)CC2)C1,True,3.8151021068313637
CCCC[C@@H](CCC)OC(=O)[C@H]1[C@@H](N(C(=O)C(F)(F)F)[C@@H](CC)CCCCCCCC(C)C)CCCN1C[C@@H](O)[C@H](C)O,True,4.67772918965092
C=CC=CCCOC(=O)[C@H]1C[C@H](C(=O)O[C@H](C)CC/C=C\C)CN(CCCCS(C)(=O)=O)C1,True,4.1085748288260175
CCCCC=C[C@@H](C)CNC(=O)C(=O)N(Cc1ccc(C(=O)OC[C@@H](C)CCCCCCCCCCCCC)cc1)C(=O)[C@H](C)N1C[C@H](O)C[C@H](O)C1,True,4.626956820865393
CCC[C@@H](C)[C@H](CC)N(C[C@H](C)CCCCCCC(C)C)C(=O)C(=O)N(C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)C1CCN([C@@H]2CCOC2=O)CC1,True,5.168499609926355
CCCCCCCCCC[C@@H](C)COC(=O)C(C)(C)N1CCN(C(=O)C(=O)NCCC(C)(C)C(=O)O[C@H]2C[C@@H]3CC[C@]2(C)C3(C)C)CC1,True,5.096578860694195
C/C=C\C/C=C\CN(CC1(O)CN(Cc2ccc(CO)cc2)C1)C(=O)[C@@H]1C[C@H]1C(=O)OC[C@@H](CC)CCCCCCCC,True,4.231552986017983
CCCCCCCCCCCCC#CC#CCCCCCCCCCN(CC1(O)CCC(C(=O)OCCCc2ccccc2)CC1)[C@@H]1COC[C@H]1O,True,4.2133567798443865
C=C[C@@H](C)C[C@@H](C)CN(CCCCCCCCCCCCCC)C(=O)C(=O)N(C[C@@]12CCCO[C@@H]1CCN(C(=O)[C@H](O)c1ccco1)C2)C(=O)CN(CCO)CCO,True,5.24455073056275
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C\C/C=C/CCN(C(=O)CCC(=O)OC/C=C/CCC)[C@@H]1CC[C@H](O)[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,True,5.123572165817068
CCCC/C=C\N(C[C@@]12CCCO[C@@H]1CCN(C(=O)C(O)O)C2)C(=O)[C@@H]1C[C@H](O)CN1C(=O)C(=O)NCCCCCCCCCCCCCCC,True,4.830852143891364
CCC[C@@H](C)CCN(C[C@@H](O)COc1cccc(C)c1)[C@@H](CO)C(=O)OC[C@@H](C)CCC=C(C)C,True,4.030417722639198
CCCC/C=C\N1C[C@@H](N(C/C=C\CCCCCCC)C(=O)[C@H](O)C(C)(C)O)[C@@H](O)C1,True,4.398330116934328
CCCCCCCCCCCCCCOC(=O)CN(C(=O)CN1CC[C@H](CO)[C@H](O)C1)C(=O)C(=O)N[C@H](C)CCCCCC,True,3.9752759120757615
C/C=C/CC/C=C/CN(C[C@@](C)(O)C(=O)OC)[C@@](C)(CO)C(=O)OCCC/C=C\C/C=C\C/C=C/CC,True,4.505767098213437
C=C(CC)CCN(C(=O)[C@@H](O)CCSC)[C@@H]1CCc2nc(N(CC=CC=CCCCCCC)C(=O)CN(CCO)CCO)sc2C1,True,4.508133066734526
C=CCCCCCCCN1CC(O)(CC(=O)N([C@H](CCCC)CCCCCC)[C@@H](CO)[C@H](O)CCC)C1,True,4.162155122657509
CCCCC/C=C/CCN1C[C@@H](O)C[C@H]1C(=O)N1C[C@H]2COC[C@@H](C1)[C@H]2N(C(=O)C(=O)NCCC#CCCCCCCCC)C(=O)C(O)O,True,5.682176247842444
C=C[C@](C)(O)CC(=O)N(CCCC(=C)C)C[C@H](CO)N(CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC)c1cc(C)nc(CO)n1,True,4.444044786044455
C=C(C)CCCCN(CC=CC=C(C)C)[C@@H]1[C@H](CO)[C@@H](O)C[C@H]1O,True,4.494701330703796
CCCCC=CCCN(CCCCCCCCCCCCCCCCC)[C@@H]1C[C@H](O)[C@H](O)[C@@H]1O,True,3.8670345639303036
CCCC/C=C\CCN1C[C@@H](O)[C@@H](O)[C@@H]1C(=O)O/C=C\CCCCCC,True,4.087725620764971
CC#CCCCCCCCN(C(=O)CN(CCO)CCO)[C@@H]1CCc2nc(N(C/C=C\CC/C=C\C)C(=O)[C@H](O)CCSC)sc2C1,True,4.556984228060817
C=CCCCCCCCCC[C@@H](C)OC(=O)[C@@H]1[C@H](N(CCCCCCCCCC)C(=O)C(F)(F)F)CCCN1C[C@H](O)C[C@]1(O)CCOC1,True,4.756804753440426
CCCCC/C=C\CCN(CC/C=C/CCCCCCC)C(=O)C(=O)N(Cc1nccn1C)C(=O)[C@H]1O[C@@H](CN)[C@H](O)[C@@H](O)[C@H]1O,True,4.773061668736176
CCCCCCCCCCCCCCCN(C[C@H]1CCN(C(=O)CN(CCO)CCO)[C@H]1c1cccnc1)C(=O)/C=C(/C)C(=O)OC[C@H](C)CCCCCCCCCCCCC,True,4.577945542664079
C/C=C/C=C/C=C/CN(C[C@H](O)CC)[C@@H](CO)C(=O)OCCC/C=C/C,True,4.177776226767809
CC/C=C/C/C=C\CN(C(=O)C(=O)N(C[C@@](C)(O)CN1C[C@@H](CO)[C@@H](CO)C1)C(=O)OC(C)(C)C)[C@H](CC)CCCCCCCCCC,True,4.787649137482824
C=CC/C=C\CN(C(=O)C[C@@]1(O)CCCN(CCCCCC(C)(C)C)C1)C(CO)CO,True,3.846898901218589
C=CCCCCCCCCCC[C@@H](CC)N(C(=O)C(=O)N(C(C)=O)[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)S[C@H]1OCCCCCCN)[C@H](CC)C[C@H](C)C=C,True,5.4140653162481955
CCCCCC=C(C)CN(C(=O)N(C(=O)C(=O)NCC[C@@H](C)CCCC)C1CCN([C@@H]2CCC[C@@H]2O)CC1)C(CO)CO,True,4.41102840151158
CC=CCC[C@H](C)OC(=O)C[C@@](C)(O)CC(=O)N1CCC(N2CCC(N(C(=O)COCCO)C(=O)C(=O)NCC=CC=C(C)C)CC2)CC1,True,4.534814315873117
CCCCCCCC[C@@H](CC)OC(=O)[C@@H](CO)N(CC/C=C\CCCCCC(C)C)C[C@H](O)C1CC1,True,4.027717712840481
CCCCCCCCCCCCC=CCCOC(=O)[C@H](OCCO)N(CC)CC(=O)OC[C@H](C)CC(C)(C)C,True,3.910348590232588
C/C=C\CC[C@@H](C)CN(C(=O)C(=O)N(C[C@@H]1CCCN1CC(F)(F)F)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)[C@@H](CC)CCCCCCC(C)C,True,5.122069311188986
CCCCCCCCC=CCCCCCCCCN(C[C@@H](O)CO)[C@@H](C(=O)OC[C@H](C)C[C@H](C)CCC)C1CC1,True,4.152839382744046
C=C[C@@](C)(O)CC(=O)N(C[C@@H](CC)CCCCCCCCCCCC)C[C@@H](CO)N(C=C(C)CCC)c1cc(C)nc(CO)n1,True,4.619388478202385
CCCCCC=C=COC(=O)[C@@H](O)CN(C[C@H](O)CC)[C@H](CCCC)CCCCCCC,True,4.234613692359114
CCCCCCCCCCCCCCOC(=O)[C@@](C)(c1ccccc1)N(C[C@H](C)CCCC)C[C@H](O)CO,True,3.7399188161302845
CCC/C=C\CCCCN(C[C@H](O)CO)c1ncccc1C(=O)OCCCCCCCCCCCCCCCC,True,3.2848900886056978
CCCCCC/C=C\CN(c1cnc(C(=O)O[C@@H](CC)CCC=C(C)C)cn1)C(CO)CO,True,3.7277640159830305
CC=CC=CC=CC=CN(C(=O)[C@@H](CO)NC(=O)N(CCCCCCCCCCCC)CC[C@H](C)CC)[C@@H]1CC[C@@H](O)[C@@H](O)C1,True,4.764513330336909
CCCCCCCCCN(C[C@H](O)C[C@@](C)(O)C1CC1)[C@@](C)(COC)C(=O)OC[C@@H](C)[C@H](C)CCC,True,4.5154323538485865
CC=CCCCCCCN(C[C@@H](O)CCN(C(=O)OC(C)(C)C)[C@@H](CC)CCCCC(C)C)[C@H](CO)[C@@H](C)O,True,4.348719276514576
C/C=C/C/C=C/CCCCCCN(Cc1ccc(O)cc1O)C(=O)[C@@]1(C)C[C@H](O)CN1CC/C=C/CCCCCC,True,4.154114900557121
CCCCCCCCCCCCC=CCCNC(=O)C(=O)N(C(=O)C(=O)N(C[C@]1(O)CCN(C[C@H](O)Cn2cccn2)C1)C(=O)CC(C)(C)O)[C@@H](CCCCCCCCCC)CCCC(C)C,True,5.1064876443703255
C=C/C=C\C/C=C\CN(C[C@@](C)(O)C(=O)OCCCCCCCCCCCCCC/C=C\CCCCCCCC)[C@](C)(CCO)COC,True,4.355945410422576
C=CC/C=C/C=C\N(C(=O)C[C@]1(O)CCCN(C(=O)C(=O)NCCCCCCCCCCCCC=C)C1)[C@@H](CO)[C@H](O)C1CCCCC1,True,4.672644294595155
C=C[C@@H](C)C[C@H](C)CN[C@@H](C[C@H](O)CO)C(=O)OCC/C(C)=C\CC,True,4.242037028632715
CCCCCCCC#CCCCN(C[C@H](O)CC(C)(C)O)[C@H](C(=O)O[C@@H](C)C[C@@H](C)CCCCCCC)c1ccnn1C,True,4.544155000001081
C=CCCCCC=CCCNC(=O)C(=O)N(C(=O)C(=O)N(C[C@@H](O)C[C@@]1(O)CCOC1)C[C@@H](O)c1ccncc1)[C@H](CC)CCCCCCC/C=C\CC,True,5.06151601403879
C/C=C/C=C/CCN(C[C@H](O)[C@@H](C)O)C(=O)CC1(O)CCN([C@@H](CCCC)CCCCCCCCCC)CC1,True,4.262386735063558
C/C=C/C=C/CCCN(C[C@H](O)CC(C)(C)O)[C@]1(C(=O)OC/C=C/CCC)CCOC1,True,4.460754779010302
C=CCCC/C=C/CN(CC(=O)OCCC/C=C\CCCCCCCC)C(=O)[C@@H](C)N1C[C@H](O)C[C@H]1CO,True,4.17394527191749
CCCCCCCCCC=CCOC(=O)[C@H]1C[C@H](C(=O)OC(CCC)CCC)CN(CCCCS(C)(=O)=O)C1,True,3.7035137631330812
CCCCCCC/C=C/CCCCCCCCCNC(=O)C(=O)N(C(=O)CN1C[C@H](CO)[C@H](O)C1)c1sc(C(=O)OC)c(C)c1C(=O)OCCC[C@H]1C=CCC1,True,4.654265833963981
CC(C)=C/C=C/CN(CC/C=C\CCCCCC(C)C)C(=O)C(=O)N(C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)[C@@H](CN(C)C)c1ccc(F)cc1,True,4.842374210882707
C=CCCCCCCCCCC[C@@H](C)COC(=O)CN1CC[C@@H](N2CCC[C@@H]2CC(=O)OC[C@H](C)CCCCCCC)C1=O,True,4.156744608510931
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCN(C[C@@H](O)CO)[C@@H](C(=O)OCCCC[C@H](C)CCCC(C)C)C1CC1,True,4.117255618615162
C=CC/C=C/C=C\OC(=O)[C@H](CO)N(CCC/C(C)=C\C)C[C@H](O)c1cccc(F)c1,True,4.180888589385972
CCCCCCC#CCCCCCCCN(CC/C=C/CCCCCC)C[C@H]1O[C@@H](OC)[C@H](O)[C@@H](O)[C@@H]1O,True,4.222436416135972
CC/C=C/C/C=C\C/C=C/CCCN(c1ccc(OCC)cc1)[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1N(C(C)=O)[C@H](CCCCCCC)CC(C)C,True,4.880054828246205
CCCCCCC[C@H](CC(C)C)N(CC[C@H](C)CCCC)C[C@H](O)CC(=O)N1CCC(O)(CO)CC1,True,3.976876538015306
C=CCC/C=C\CCCCOC(=O)[C@@H]1C[C@H](C(=O)O[C@H](C=C)CCCC)CN(C[C@H](C)O)C1,True,4.2233868039101985
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C\CCN(C[C@@H](O)COc1ccc(N(CCCC[C@H](C)CCCCCCC)C(C)=O)cc1)CC(C)(CO)CO,True,4.635841590723137
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCOC(=O)C[C@@H]1CN([C@H](C)C(=O)OCC/C=C\CCCCCCCCCC)CCO1,True,4.143719036679943
CCCCCCCC[C@@H](C)C[C@@H](C)N1C[C@@H](N(C(=O)Cc2ccc(O)c(O)c2)[C@H](C)CCCCCCCC)[C@@H](O)C1,True,4.240387230166972
CCC[C@@H](C)CCOC(=O)CC1(N(/C=C/[C@H](C)CCC)C[C@@H](O)[C@H](C)O)CCC1,True,4.480724572495358
CCCCCCCCCCCCCC[C@@H](C)OC(=O)c1sc(N(C(=O)CN2C[C@H](CO)[C@@H](O)C2)C(=O)C(=O)NC[C@H](CC)CCCCCCCC)c(C(=O)OC)c1C,True,4.691807660848921
C=C(C)CCCCCN(C(C)=O)c1ccc(OC[C@H](O)CN(CCCCCCCCC)CC(C)(CO)CO)cc1,True,3.459712093486834
C=CCCCCCCCCCC[C@H](C)CN(C(=O)C(=O)N(C(=O)[C@@H](O)[C@@H](C)CC)C1CCN(C2CCN(C(=O)C(O)O)CC2)CC1)[C@H](CC)CCCCC(C)C,True,4.860693211198191
CC=CCC[C@H](C)OC(=O)[C@@](C)(Cn1cccn1)N(/C=C\CCCCCCCCC)C[C@@H](O)CO,True,4.38149869756368
CC=C[C@@H](CCC)N(C/C=C/CC/C=C/CC)C(=O)C(=O)N(C[C@H]1CCCN(CC)C1)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,True,5.057637623195743
C=C/C=C\CCCCCN1C[C@@H](O)C[C@H]1C(=O)N1CCCC12CN(C(=O)C[C@@](C)(O)CC(=O)OCC#CCCCCCC)C2,True,5.048410127460411
CCCCCCCCCCCC[C@@H](C)N(C[C@@H](O)COCc1ccccc1)[C@@](C)(CO)C(=O)OCC/C=C/C[C@@H](CC)CCCC,True,4.322141936782659
CCCC[C@@H](CC)C/C=C/CCOC(=O)[C@@H]1CC[C@@H](C(=O)OCC[C@H](C)CCC)N1Cc1cc[nH]n1,True,4.501001097367474
CCCCCCCCCCCC(C)(C)N(CC/C=C\CCCCCC(C)C)C(=O)C(=O)N(Cc1ccccc1CN1CC[C@@H](O)C1)C(=O)C(=O)N(C[C@H](C)O)[C@H](C)CO,True,4.790576861918743
CC#CCCCCCCCN(C[C@H](O)C[C@@](C)(O)C1CC1)C1(C(=O)OC/C=C/CCCCCCC)CCS(=O)(=O)CC1,True,4.428666484535107
CCCCCCCCCCCCCCCN(C[C@H](O)CC(=O)NC(C)(CO)CO)[C@@H](C)CCCCCCC,True,3.5774574139152104
C/C=C/CCCOC(=O)[C@@H]1OCC[C@@H]1N(CC=CCCCCCCCCC)C[C@H](O)C[C@@](C)(O)C1CC1,True,4.515242986126374
C=C[C@@H](C)C[C@H](C)COC(=O)[C@](C)(O)CN([C@@H](CC)CCCC(=C)C)C1(CO)CCSCC1,True,4.85435197620737
CC/C=C\CCCCCCC[C@@H](C)N(/C=C\C=C\CC)C(=O)C(=O)N(C[C@@H]1CCN(C(=O)CN(CCO)CCO)[C@H]1c1cccnc1)C(=O)C1CCC(O)CC1,True,4.95657907641773
CC/C=C\C=C/CCCCCCCCCOC(=O)[C@@](C)(CO)N(/C=C\CCCCC)CCC[C@H](C)O,True,4.081385015845896
C/C=C\CCCN(C(=O)C(=O)N(Cc1ccc(CN2CCC(O)CC2)cc1)C(=O)NC(CO)CO)[C@H](CC)CCCCCCCCCCCC,True,3.8396435525774155
C/C=C\CC/C=C/COC(=O)Cc1ccnc(N(CC/C=C\C/C=C\C/C=C/C/C=C/C/C=C/C/C=C/CC)C[C@@H](O)CO)c1,True,4.318032150936395
CCCCCCCC/C=C\CCCCNC(=O)C(=O)N(C(=O)CN1C[C@@H](CCO)[C@@H](CO)C1)c1nc(CC(=O)OCC(CCCCCC)CCCCCC)cs1,True,4.354260160299688
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C\C/C=C/CCN(Cc1nccn1C)C(=O)[C@H]1O[C@@H](CNC(=O)N(C)CCCCCCCCCCCCCCC)[C@H](O)[C@@H](O)[C@H]1O,True,5.171414963126297
CCCCC/C=C\C/C=C/CCCCCCCCOC(=O)[C@](C)(CO)N(C[C@@H](O)COCc1ccccc1)[C@H](C)CCCCCCCC,True,4.176664503829886
CC=CC=CC=CC=COC(=O)[C@H]1C[C@H](C(=O)OCC/C=C/CCC)CN(Cc2n[nH]c(C)n2)C1,True,4.366810723170398
CCCCCCC/C=C/N(C[C@H]1CCCC[C@@H]1O)[C@](C)(CO)C(=O)OCC/C=C/CCCCCCCC,True,4.138850998546327
CCCCCCCC/C=C\CCCCCCCOC(=O)[C@@H]1CCN(C(=O)C(=O)N2CCN(C(C)(C)C(=O)OC/C=C/CCCCCCCCCC)CC2)C[C@H]1C,True,4.226533309791706
CCCCCCCCCC=CCN(C[C@]1(CO)CC[C@@H]1CO)c1ncc(C(=O)O[C@H](CC)CCCCC(C)C)cn1,True,4.305508191033336
CCCCCCCCC=CCCCCCCCCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N(C(=O)CN1C[C@H](O)C[C@H](O)C1)C(=O)C(=O)NC[C@H](C)CCCCCCC,True,4.620522975123047
CCCC=C(C)COC(=O)CN(CCC(=O)OCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)[C@]1(CC)CCCN1,True,3.7632724653994565
CCCCCCCCCCCCCCCCCCCCCCCCN(C(=O)N(c1ccc(N2CCOCC2)cc1C)[C@@H](CCCCCCCC)CC(C)C)C(CO)(CO)CO,True,4.1172444194560995
CCCCCCC/C=C\OC(=O)[C@H]([C@H](C)CC)N(C(=O)CN1C[C@@H](CO)[C@@H](CO)C1)C(=O)C(=O)N[C@@H](CCCCCCCC)CCC(C)C,True,4.768284566279655
C=CCCC/C=C\COC(=O)[C@](C)(CCF)N(CCCCCCC/C=C\C/C=C\C/C=C\CC)C[C@H](O)[C@H](C)O,True,4.668665216381244
C=C(C)CCCCN(C[C@H](O)[C@@H](C)O)C(=O)[C@@H](N[C@H](C)CCCCCCCCCCCCC)[C@@H](C)O,True,4.094335449868913
CCCCCCCCCCCC=CCCN(CCCCCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)C(=O)N(Cc1ccc(N2CCO[C@@H](C)C2)nc1)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,True,5.150970453373937
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CN(CC[C@H](C)CCC[C@@H](C)CC)C(=O)[C@H](C)N1CC[C@@H](O)[C@@H](O)C1,True,4.484731176221448
C/C=C\[C@H](CCC)N(CCCCCCCC/C=C\CCCC)C(=O)C(=O)N(C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)[C@@H](C)CN1C[C@H](C)C[C@H](C)C1,True,5.202679740044994
C=CC/C=C/CN(C[C@H](C)CCCCCCCCC=C)C(=O)C(=O)N(C(=O)N1C[C@H](CO)[C@H](O)C1)C1CCN([C@@H]2CCC[C@@H]2O)CC1,True,4.9387992554447635
CCCCCCCC/C=C/CCCCN(c1cc(C(=O)OC[C@@H](CC)CCCCCCCC)ccn1)[C@H](CO)[C@@H](C)O,True,3.9726667957873953
CCCCC/C=C\OC(=O)[C@]12CC[C@@]1(C(=O)OC/C=C\CCCCCCCCC)CN(CCOC)C2,True,4.068138294116219
C=C(C)CCC[C@H](C)N(C[C@@H](O)C1(O)CCC1)[C@@]1(C(=O)O[C@@H](CC)CCCCCCCCCC)CCOC1,True,4.598072016846586
CCCC/C=C\COC(=O)c1ccc(N(CCCCCC#CCCCCC)C(=O)CN(CCO)CCCO)cc1,True,3.029291361991919
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCN(C(=O)CN1CCC(N(C(=O)C(=O)N[C@@H](CC)CCC=C(C)C)C(=O)C2=C[C@@H](O)[C@@H](O)[C@H](O)C2)CC1)c1ccccc1,True,5.122555540586971
CC=C[C@@H](CCC)NC(=O)C(=O)N(C(=O)C1(O)CN(C/C=C/C=C\CCCCC)C1)[C@H]1C[C@@H](O)[C@@H](O)C1,True,4.881109410638648
CCCCCC/C=C\COC(=O)[C@H]([C@@H](C)CC)N(C[C@@H](O)[C@@H](C)O)[C@@H](C)c1ccc(C)cc1,True,4.100721238237012
CCCCCCC[C@@H](C)CCOC(=O)/C(C)=C\C(=O)N(C[C@H]1CCN(C(=O)CN(CCO)CCO)[C@H]1c1cccnc1)[C@@H](CC)C[C@H](C)CCC,True,4.775253343727618
CCC/C(C)=C\N(CCCCCCCCC(C)C)C(=O)C(=O)N1C[C@@H](O)C[C@H]1C(=O)N1CCOC[C@]2(CN(C(=O)C(O)O)CCO2)C1,True,5.106365047822258
CC/C=C/C/C=C\OC(=O)[C@]1(F)CCN([C@@H](C)C(=O)O[C@@H](C)CCCCCCC)C1,True,4.222392686161708
CCCCCCCCC[C@H](CCCCCCC)N(C=C(C)CCC=C(C)C)C(=O)C(=O)N(Cc1ccc(CCN(C)C)cc1)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,True,4.8075761293105606
C=CCC[C@@H](C)OC(=O)c1ccc(N(CCCCCCCCCCCCCCCCCCCCCCCCCC)C[C@@H](O)CO)nc1OC,True,3.827582227961029
C=CCCC/C=C\CN(C(=O)C(=O)N(C(=O)N1CC[C@H](O)[C@@H](CO)C1)C1CCN([C@@H]2CCC[C@@H]2O)CC1)[C@H](CC)CCCCCCCCCCCCC,True,4.902880105688679
C=CCC/C=C\COC(=O)/C(C)=C/CN(CCCCCCC=CC)C(CO)CO,True,3.3787879984443023
C=C(CCCC)N(C[C@H](O)CO)C(C)(C)C(=O)O[C@H](C)[C@H](C)CC=C(C)C,True,4.351302433347069
CCCCCCCC/C=C\CCCCCCCN(CCCCCCCCCC(C)C)C(=O)C(=O)N(C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)[C@@H](Cc1ccccc1)CN1CCOCC1,True,4.753729524301732
C=CC[C@@H](CCC)OC(=O)[C@@H]1CN(CC(=O)N2CCO[C@@H](C)C2)CC12CC(C(=O)OC=CCCCC)C2,True,4.86325283400212
CCCCCCCCCC[C@H](CCCCCCCC)NC(=O)C(=O)N(C(=O)[C@]1(C)C[C@@H](O)CN1C)[C@@H](CO)C(=O)OC[C@@H](C)CCCCC,True,4.69037277140786
CC=CCCCCCCN([C@H]1C[C@@H](O)[C@@H](O)[C@H](O)C1)[C@H](/C=C\CCCC)CC,True,4.203094751590138
CCCCCC[C@H](C)CCN(CCCO)[C@H](CO)CN(/C=C\[C@H](C)CCC)C(=O)[C@H](O)C(C)C,True,4.476842235550481
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCOC(=O)CN(CCN1CCOCC1)C(=O)CCC(=O)OCC[C@@H](C)CCCCCCCC,True,3.8576768493093585
C/C=C/CC/C=C\COC(=O)[C@@H](N(CC#CCCCC)C[C@H](O)C1(O)CCOCC1)C(C)(C)C,True,4.45057860714124
CC/C=C\CCCCN(CC(C)(CO)CO)C(=O)C[C@H](O)CN[C@@H](CCCC)CCCCCC,True,3.854687281445658
CCCCC[C@@H](CCCC(C)C)N(CCCCC=C(C)C)C(=O)C(=O)N(CC1(N2CCSCC2)CCCC1)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,True,4.934903874165448
CCCC=C(C)CN(C(=O)C(=O)N[C@@H](C)CCC[C@@H](C)CCCC(C)C)C(=O)C(=O)N(C(=O)C(=O)N(CCC(F)(F)F)C[C@H](O)CO)C1CCN([C@@H]2CCC[C@H]2O)CC1,True,5.339755032163486
C=C[C@@H](C)C[C@@H](C)CN(C[C@@H](O)COC)[C@H](CO)C(=O)O[C@@H](CCCCCCCCCC)CC(C)C,True,4.363549892569068
C/C=C\[C@@H](CCCCCCCC)N(CCC/C=C\CC)CC1(O)CCN(C(=O)[C@@H](O)C(C)(C)O)CC1,True,4.204779546068148
CCCCCCCCCCCCCC[C@H](C)OC(=O)Cc1csc(N(C(=O)CN2C[C@@H](CO)[C@H](CO)C2)C(=O)C(=O)NC[C@@H](CC)CCCCCCCC)n1,True,4.570977712828909
CCCCCCCC=CCOC(=O)[C@@H]1C[C@@H](C(=O)OC(CCC)CCC)CN(CCc2cn(C)nn2)C1,True,3.7999318687370316
CC=C[C@H](CCC)N(C(=O)C(=O)NCC=CCCCCCCCCCCC)C(=O)C(=O)N1/C(=N/CC)S[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]21,True,5.233460458515875
CCCCC#CCCCCN(C/C=C/C=C\CCCC)C(=O)C(=O)N(C(=O)CC(C)(C)O)[C@@H]1CN(C[C@H](O)COCc2ccco2)C[C@H]1O,True,4.797807535680006
C/C=C/C/C=C/CCCN(CC[C@@H](C)CCCCCCCCCCCC)C(=O)C(=O)N(C[C@H]1CCCN(CC)C1)C(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,True,4.869710617439823
C=C/C=C/CCCN(C[C@H](O)[C@H](C)O)[C@](CC)(COC)C(=O)OCCCCCC/C=C/CC,True,4.430452259088063
CC/C=C\CCOC(=O)C[C@](C)(O)CC(=O)N1CCCC[C@@H]1C1CCN(C(=O)[C@@H]2C[C@H](O)CN2CCCCCCCC/C=C\C/C=C/CCCCC)CC1,True,4.660780686208725
CCC/C=C/CN1CCC[C@](O)(C2(C(=O)N(C#CCCCCC)[C@@H]3C[C@@H](O)[C@@H](O)C3)CCC2)C1,True,4.758884175349812
